  There is 561 shapes, but only 284 shapes were expected
Superflous shapes in your solution:
   Line (x0,000 y49,157 / x0,473 y48,578 / black) 
   Line (x20,448 y21,085 / x21,530 y19,403 / black) 
   Line (x20,448 y274,915 / x21,530 y276,597 / black) 
   Line (x21,530 y19,403 / x22,602 y17,714 / black) 
   Line (x21,530 y276,597 / x22,602 y278,286 / black) 
   Line (x22,602 y17,714 / x23,663 y16,019 / black) 
   Line (x22,602 y278,286 / x23,663 y279,981 / black) 
   Line (x23,663 y16,019 / x24,713 y14,317 / black) 
   Line (x23,663 y279,981 / x24,713 y281,683 / black) 
   Line (x24,349 y131,010 / x30,329 y130,520 / black) 
   Line (x24,349 y164,990 / x30,329 y165,480 / black) 
   Line (x24,713 y14,317 / x25,753 y12,608 / black) 
   Line (x24,713 y281,683 / x25,753 y283,392 / black) 
   Line (x25,753 y12,608 / x26,782 y10,893 / black) 
   Line (x25,753 y283,392 / x26,782 y285,107 / black) 
   Line (x26,782 y10,893 / x27,800 y9,172 / black) 
   Line (x26,782 y285,107 / x27,800 y286,828 / black) 
   Line (x27,800 y9,172 / x28,807 y7,444 / black) 
   Line (x27,800 y286,828 / x28,807 y288,556 / black) 
   Line (x28,807 y7,444 / x30,789 y3,969 / black) 
   Line (x28,807 y288,556 / x30,789 y292,031 / black) 
   Line (x30,329 y130,520 / x36,317 y130,143 / black) 
   Line (x30,329 y165,480 / x36,317 y165,857 / black) 
   Line (x30,789 y3,969 / x32,727 y0,470 / black) 
   Line (x30,789 y292,031 / x32,727 y295,530 / black) 
   Line (x32,727 y0,470 / x32,981 y0,000 / black) 
   Line (x32,727 y295,530 / x34,621 y299,053 / black) 
   Line (x32,981 y300,000 / x34,621 y296,947 / black) 
   Line (x34,621 y299,053 / x35,118 y300,000 / black) 
   Line (x34,621 y296,947 / x36,470 y293,400 / black) 
   Line (x35,000 y147,000 / x36,143 y174,968 / black) 
   Line (x35,013 y145,000 / x36,143 y121,032 / black) 
   Line (x35,118 y0,000 / x36,470 y2,600 / black) 
   Line (x36,143 y121,032 / x37,146 y111,083 / black) 
   Line (x36,143 y174,968 / x37,146 y184,917 / black) 
   Line (x36,317 y130,143 / x42,311 y129,880 / black) 
   Line (x36,317 y165,857 / x42,311 y166,120 / black) 
   Line (x36,470 y2,600 / x38,275 y6,170 / black) 
   Line (x36,470 y293,400 / x38,275 y289,830 / black) 
   Line (x37,146 y111,083 / x38,174 y103,150 / black) 
   Line (x37,146 y184,917 / x38,174 y192,850 / black) 
   Line (x38,174 y103,150 / x39,401 y95,244 / black) 
   Line (x38,174 y192,850 / x39,401 y200,756 / black) 
   Line (x38,275 y6,170 / x40,035 y9,762 / black) 
   Line (x38,275 y289,830 / x40,035 y286,238 / black) 
   Line (x39,401 y95,244 / x40,451 y89,337 / black) 
   Line (x39,401 y200,756 / x40,451 y206,663 / black) 
   Line (x40,035 y9,762 / x41,749 y13,376 / black) 
   Line (x40,035 y286,238 / x41,749 y282,624 / black) 
   Line (x40,451 y89,337 / x41,612 y83,451 / black) 
   Line (x40,451 y206,663 / x41,612 y212,549 / black) 
   Line (x41,612 y83,451 / x42,884 y77,587 / black) 
   Line (x41,612 y212,549 / x42,884 y218,413 / black) 
   Line (x41,749 y13,376 / x43,418 y17,011 / black) 
   Line (x41,749 y282,624 / x43,418 y278,989 / black) 
   Line (x42,311 y129,880 / x48,309 y129,729 / black) 
   Line (x42,311 y166,120 / x48,309 y166,271 / black) 
   Line (x42,884 y77,587 / x44,266 y71,749 / black) 
   Line (x42,884 y218,413 / x44,266 y224,251 / black) 
   Line (x43,418 y17,011 / x45,041 y20,667 / black) 
   Line (x43,418 y278,989 / x45,041 y275,333 / black) 
   Line (x44,266 y71,749 / x45,758 y65,937 / black) 
   Line (x44,266 y224,251 / x45,758 y230,063 / black) 
   Line (x45,041 y20,667 / x46,618 y24,343 / black) 
   Line (x45,041 y275,333 / x46,618 y271,657 / black) 
   Line (x45,758 y65,937 / x46,814 y62,079 / black) 
   Line (x45,758 y230,063 / x46,814 y233,921 / black) 
   Line (x46,618 y24,343 / x48,149 y28,038 / black) 
   Line (x46,618 y271,657 / x48,149 y267,962 / black) 
   Line (x46,814 y62,079 / x47,918 y58,234 / black) 
   Line (x46,814 y233,921 / x47,918 y237,766 / black) 
   Line (x47,918 y58,234 / x49,070 y54,404 / black) 
   Line (x47,918 y237,766 / x49,070 y241,596 / black) 
   Line (x48,149 y28,038 / x49,633 y31,752 / black) 
   Line (x48,149 y267,962 / x49,633 y264,248 / black) 
   Line (x48,309 y129,729 / x54,309 y129,691 / black) 
   Line (x48,309 y166,271 / x54,309 y166,309 / black) 
   Line (x49,070 y54,404 / x50,270 y50,588 / black) 
   Line (x49,070 y241,596 / x50,270 y245,412 / black) 
   Line (x49,633 y31,752 / x51,070 y35,485 / black) 
   Line (x49,633 y264,248 / x51,070 y260,515 / black) 
   Line (x50,270 y50,588 / x51,518 y46,788 / black) 
   Line (x50,270 y245,412 / x51,518 y249,212 / black) 
   Line (x51,070 y35,485 / x52,461 y39,236 / black) 
   Line (x51,070 y260,515 / x52,461 y256,764 / black) 
   Line (x51,518 y46,788 / x52,814 y43,004 / black) 
   Line (x51,518 y249,212 / x52,814 y252,996 / black) 
   Line (x52,461 y39,236 / x53,804 y43,004 / black) 
   Line (x52,461 y256,764 / x53,804 y252,996 / black) 
   Line (x52,814 y43,004 / x54,157 y39,236 / black) 
   Line (x52,814 y252,996 / x54,157 y256,764 / black) 
   Line (x53,804 y43,004 / x55,100 y46,788 / black) 
   Line (x53,804 y252,996 / x55,100 y249,212 / black) 
   Line (x54,157 y39,236 / x55,547 y35,485 / black) 
   Line (x54,157 y256,764 / x55,547 y260,515 / black) 
   Line (x54,309 y129,691 / x60,308 y129,767 / black) 
   Line (x54,309 y166,309 / x60,308 y166,233 / black) 
   Line (x55,100 y46,788 / x56,348 y50,588 / black) 
   Line (x55,100 y249,212 / x56,348 y245,412 / black) 
   Line (x55,547 y35,485 / x56,985 y31,752 / black) 
   Line (x55,547 y260,515 / x56,985 y264,248 / black) 
   Line (x56,348 y50,588 / x57,548 y54,404 / black) 
   Line (x56,348 y245,412 / x57,548 y241,596 / black) 
   Line (x56,985 y31,752 / x58,469 y28,038 / black) 
   Line (x56,985 y264,248 / x58,469 y267,962 / black) 
   Line (x57,548 y54,404 / x58,700 y58,234 / black) 
   Line (x57,548 y241,596 / x58,700 y237,766 / black) 
   Line (x58,469 y28,038 / x60,000 y24,343 / black) 
   Line (x58,469 y267,962 / x60,000 y271,657 / black) 
   Line (x58,700 y58,234 / x59,804 y62,079 / black) 
   Line (x58,700 y237,766 / x59,804 y233,921 / black) 
   Line (x59,804 y62,079 / x60,859 y65,937 / black) 
   Line (x59,804 y233,921 / x60,859 y230,063 / black) 
   Line (x60,000 y24,343 / x61,577 y20,667 / black) 
   Line (x60,000 y271,657 / x61,577 y275,333 / black) 
   Line (x60,308 y129,767 / x66,305 y129,955 / black) 
   Line (x60,308 y166,233 / x66,305 y166,045 / black) 
   Line (x60,859 y65,937 / x61,866 y69,808 / black) 
   Line (x60,859 y230,063 / x61,866 y226,192 / black) 
   Line (x61,577 y20,667 / x63,200 y17,011 / black) 
   Line (x61,577 y275,333 / x63,200 y278,989 / black) 
   Line (x61,866 y69,808 / x63,285 y75,638 / black) 
   Line (x61,866 y226,192 / x63,285 y220,362 / black) 
   Line (x63,200 y17,011 / x64,869 y13,376 / black) 
   Line (x63,200 y278,989 / x64,869 y282,624 / black) 
   Line (x63,285 y75,638 / x64,594 y81,494 / black) 
   Line (x63,285 y220,362 / x64,594 y214,506 / black) 
   Line (x64,594 y81,494 / x65,792 y87,373 / black) 
   Line (x64,594 y214,506 / x65,792 y208,627 / black) 
   Line (x64,869 y13,376 / x66,583 y9,762 / black) 
   Line (x64,869 y282,624 / x66,583 y286,238 / black) 
   Line (x65,792 y87,373 / x66,879 y93,273 / black) 
   Line (x65,792 y208,627 / x66,879 y202,727 / black) 
   Line (x66,305 y129,955 / x72,298 y130,256 / black) 
   Line (x66,305 y166,045 / x72,298 y165,744 / black) 
   Line (x66,583 y9,762 / x68,343 y6,170 / black) 
   Line (x66,583 y286,238 / x68,343 y289,830 / black) 
   Line (x66,879 y93,273 / x68,156 y101,171 / black) 
   Line (x66,879 y202,727 / x68,156 y194,829 / black) 
   Line (x68,156 y101,171 / x69,233 y109,097 / black) 
   Line (x68,156 y194,829 / x69,233 y186,903 / black) 
   Line (x68,343 y6,170 / x70,148 y2,600 / black) 
   Line (x68,343 y289,830 / x70,148 y293,400 / black) 
   Line (x69,233 y109,097 / x70,299 y119,040 / black) 
   Line (x69,233 y186,903 / x70,299 y176,960 / black) 
   Line (x70,148 y2,600 / x71,499 y0,000 / black) 
   Line (x70,148 y293,400 / x71,997 y296,947 / black) 
   Line (x70,299 y119,040 / x71,354 y135,004 / black) 
   Line (x70,299 y176,960 / x71,354 y160,996 / black) 
   Line (x71,354 y135,004 / x71,618 y149,000 / black) 
   Line (x71,499 y300,000 / x72,938 y297,288 / black) 
   Line (x71,997 y296,947 / x73,636 y300,000 / black) 
   Line (x72,298 y130,256 / x78,283 y130,671 / black) 
   Line (x72,298 y165,744 / x78,283 y165,329 / black) 
   Line (x72,938 y297,288 / x74,854 y293,777 / black) 
   Line (x73,636 y0,000 / x74,854 y2,223 / black) 
   Line (x74,854 y2,223 / x76,814 y5,710 / black) 
   Line (x74,854 y293,777 / x76,814 y290,290 / black) 
   Line (x76,814 y5,710 / x77,811 y7,444 / black) 
   Line (x76,814 y290,290 / x77,811 y288,556 / black) 
   Line (x77,811 y7,444 / x78,818 y9,172 / black) 
   Line (x77,811 y288,556 / x78,818 y286,828 / black) 
   Line (x78,283 y130,671 / x84,260 y131,198 / black) 
   Line (x78,283 y165,329 / x84,260 y164,802 / black) 
   Line (x78,818 y9,172 / x79,836 y10,893 / black) 
   Line (x78,818 y286,828 / x79,836 y285,107 / black) 
   Line (x79,836 y10,893 / x80,865 y12,608 / black) 
   Line (x79,836 y285,107 / x80,865 y283,392 / black) 
   Line (x80,865 y12,608 / x81,905 y14,317 / black) 
   Line (x80,865 y283,392 / x81,905 y281,683 / black) 
   Line (x81,905 y14,317 / x82,955 y16,019 / black) 
   Line (x81,905 y281,683 / x82,955 y279,981 / black) 
   Line (x82,955 y16,019 / x84,016 y17,714 / black) 
   Line (x82,955 y279,981 / x84,016 y278,286 / black) 
   Line (x84,016 y17,714 / x85,088 y19,403 / black) 
   Line (x84,016 y278,286 / x85,088 y276,597 / black) 
   Line (x84,260 y131,198 / x90,226 y131,838 / black) 
   Line (x84,260 y164,802 / x90,226 y164,162 / black) 
   Line (x85,088 y19,403 / x86,170 y21,085 / black) 
   Line (x85,088 y276,597 / x86,170 y274,915 / black) 
   Line (x86,170 y21,085 / x87,263 y22,760 / black) 
   Line (x86,170 y274,915 / x87,263 y273,240 / black) 
   Line (x87,263 y22,760 / x88,366 y24,428 / black) 
   Line (x87,263 y273,240 / x88,366 y271,572 / black) 
   Line (x88,366 y24,428 / x89,480 y26,089 / black) 
   Line (x88,366 y271,572 / x89,480 y269,911 / black) 
   Line (x89,480 y26,089 / x90,604 y27,743 / black) 
   Line (x89,480 y269,911 / x90,604 y268,257 / black) 
   Line (x90,226 y131,838 / x96,178 y132,590 / black) 
   Line (x90,226 y164,162 / x96,178 y163,410 / black) 
   Line (x90,604 y27,743 / x91,738 y29,390 / black) 
   Line (x90,604 y268,257 / x91,738 y266,610 / black) 
   Line (x91,738 y29,390 / x92,883 y31,030 / black) 
   Line (x91,738 y266,610 / x92,883 y264,970 / black) 
   Line (x92,883 y31,030 / x94,038 y32,663 / black) 
   Line (x92,883 y264,970 / x94,038 y263,337 / black) 
   Line (x94,038 y32,663 / x95,204 y34,288 / black) 
   Line (x94,038 y263,337 / x95,204 y261,712 / black) 
   Line (x95,204 y34,288 / x96,379 y35,906 / black) 
   Line (x95,204 y261,712 / x96,379 y260,094 / black) 
   Line (x96,178 y132,590 / x102,116 y133,454 / black) 
   Line (x96,178 y163,410 / x102,116 y162,546 / black) 
   Line (x96,379 y35,906 / x97,565 y37,517 / black) 
   Line (x96,379 y260,094 / x97,565 y258,483 / black) 
   Line (x97,565 y37,517 / x98,761 y39,120 / black) 
   Line (x97,565 y258,483 / x98,761 y256,880 / black) 
   Line (x98,761 y39,120 / x99,967 y40,716 / black) 
   Line (x98,761 y256,880 / x99,967 y255,284 / black) 
   Line (x99,967 y40,716 / x101,183 y42,304 / black) 
   Line (x99,967 y255,284 / x101,183 y253,696 / black) 
   Line (x101,183 y42,304 / x102,408 y43,884 / black) 
   Line (x101,183 y253,696 / x102,408 y252,116 / black) 
   Line (x102,116 y133,454 / x108,036 y134,429 / black) 
   Line (x102,116 y162,546 / x108,036 y161,571 / black) 
   Line (x102,408 y43,884 / x103,644 y45,456 / black) 
   Line (x102,408 y252,116 / x103,644 y250,544 / black) 
   Line (x103,644 y45,456 / x104,890 y47,021 / black) 
   Line (x103,644 y250,544 / x104,890 y248,979 / black) 
   Line (x104,890 y47,021 / x106,145 y48,578 / black) 
   Line (x104,890 y248,979 / x106,145 y247,422 / black) 
   Line (x106,145 y48,578 / x107,410 y50,127 / black) 
   Line (x106,145 y247,422 / x107,410 y245,873 / black) 
   Line (x107,410 y50,127 / x108,685 y51,668 / black) 
   Line (x107,410 y245,873 / x108,685 y244,332 / black) 
   Line (x108,036 y134,429 / x113,936 y135,517 / black) 
   Line (x108,036 y161,571 / x113,936 y160,483 / black) 
   Line (x108,685 y51,668 / x109,970 y53,201 / black) 
   Line (x108,685 y244,332 / x109,970 y242,799 / black) 
   Line (x109,970 y53,201 / x111,264 y54,726 / black) 
   Line (x109,970 y242,799 / x111,264 y241,274 / black) 
   Line (x111,264 y54,726 / x112,567 y56,243 / black) 
   Line (x111,264 y241,274 / x112,567 y239,757 / black) 
   Line (x112,567 y56,243 / x113,881 y57,751 / black) 
   Line (x112,567 y239,757 / x113,881 y238,249 / black) 
   Line (x113,881 y57,751 / x115,203 y59,252 / black) 
   Line (x113,881 y238,249 / x115,203 y236,748 / black) 
   Line (x113,936 y135,517 / x119,815 y136,715 / black) 
   Line (x113,936 y160,483 / x119,815 y159,285 / black) 
   Line (x115,203 y59,252 / x116,535 y60,743 / black) 
   Line (x115,203 y236,748 / x116,535 y235,257 / black) 
   Line (x116,535 y60,743 / x117,877 y62,227 / black) 
   Line (x116,535 y235,257 / x117,877 y233,773 / black) 
   Line (x117,877 y62,227 / x119,227 y63,702 / black) 
   Line (x117,877 y233,773 / x119,227 y232,298 / black) 
   Line (x119,227 y63,702 / x120,587 y65,168 / black) 
   Line (x119,227 y232,298 / x120,587 y230,832 / black) 
   Line (x119,815 y136,715 / x125,671 y138,024 / black) 
   Line (x119,815 y159,285 / x125,671 y157,976 / black) 
   Line (x120,587 y65,168 / x121,956 y66,626 / black) 
   Line (x120,587 y230,832 / x121,956 y229,374 / black) 
   Line (x121,956 y66,626 / x123,334 y68,076 / black) 
   Line (x121,956 y229,374 / x123,334 y227,924 / black) 
   Line (x123,334 y68,076 / x124,722 y69,516 / black) 
   Line (x123,334 y227,924 / x124,722 y226,484 / black) 
   Line (x124,722 y69,516 / x126,118 y70,948 / black) 
   Line (x124,722 y226,484 / x126,118 y225,052 / black) 
   Line (x125,671 y138,024 / x131,500 y139,443 / black) 
   Line (x125,671 y157,976 / x131,500 y156,557 / black) 
   Line (x126,118 y70,948 / x127,523 y72,371 / black) 
   Line (x126,118 y225,052 / x127,523 y223,629 / black) 
   Line (x127,523 y72,371 / x128,938 y73,785 / black) 
   Line (x127,523 y223,629 / x128,938 y222,215 / black) 
   Line (x128,938 y73,785 / x130,361 y75,191 / black) 
   Line (x128,938 y222,215 / x130,361 y220,809 / black) 
   Line (x130,361 y75,191 / x131,793 y76,587 / black) 
   Line (x130,361 y220,809 / x131,793 y219,413 / black) 
   Line (x131,500 y139,443 / x135,372 y140,450 / black) 
   Line (x131,500 y156,557 / x135,372 y155,550 / black) 
   Line (x131,793 y76,587 / x133,233 y77,974 / black) 
   Line (x131,793 y219,413 / x133,233 y218,026 / black) 
   Line (x133,233 y77,974 / x134,682 y79,353 / black) 
   Line (x133,233 y218,026 / x134,682 y216,647 / black) 
   Line (x134,682 y79,353 / x136,140 y80,722 / black) 
   Line (x134,682 y216,647 / x136,140 y215,278 / black) 
   Line (x135,372 y140,450 / x139,230 y141,505 / black) 
   Line (x135,372 y155,550 / x139,230 y154,495 / black) 
   Line (x136,140 y80,722 / x137,607 y82,082 / black) 
   Line (x136,140 y215,278 / x137,607 y213,918 / black) 
   Line (x137,607 y82,082 / x139,082 y83,432 / black) 
   Line (x137,607 y213,918 / x139,082 y212,568 / black) 
   Line (x139,082 y83,432 / x140,565 y84,774 / black) 
   Line (x139,082 y212,568 / x140,565 y211,226 / black) 
   Line (x139,230 y141,505 / x143,074 y142,609 / black) 
   Line (x139,230 y154,495 / x143,074 y153,391 / black) 
   Line (x140,565 y84,774 / x142,057 y86,106 / black) 
   Line (x140,565 y211,226 / x142,057 y209,894 / black) 
   Line (x142,057 y86,106 / x143,558 y87,428 / black) 
   Line (x142,057 y209,894 / x143,558 y208,572 / black) 
   Line (x143,074 y142,609 / x146,905 y143,761 / black) 
   Line (x143,074 y153,391 / x146,905 y152,239 / black) 
   Line (x143,558 y87,428 / x145,066 y88,741 / black) 
   Line (x143,558 y208,572 / x145,066 y207,259 / black) 
   Line (x145,066 y88,741 / x146,583 y90,045 / black) 
   Line (x145,066 y207,259 / x146,583 y205,955 / black) 
   Line (x146,583 y90,045 / x148,108 y91,339 / black) 
   Line (x146,583 y205,955 / x148,108 y204,661 / black) 
   Line (x146,905 y143,761 / x150,721 y144,961 / black) 
   Line (x146,905 y152,239 / x150,721 y151,039 / black) 
   Line (x148,108 y91,339 / x149,641 y92,624 / black) 
   Line (x148,108 y204,661 / x149,641 y203,376 / black) 
   Line (x149,641 y92,624 / x151,182 y93,899 / black) 
   Line (x149,641 y203,376 / x151,182 y202,101 / black) 
   Line (x150,721 y144,961 / x154,521 y146,209 / black) 
   Line (x150,721 y151,039 / x154,521 y149,791 / black) 
   Line (x151,182 y93,899 / x152,731 y95,164 / black) 
   Line (x151,182 y202,101 / x152,731 y200,836 / black) 
   Line (x152,731 y95,164 / x154,288 y96,419 / black) 
   Line (x152,731 y200,836 / x154,288 y199,581 / black) 
   Line (x154,288 y96,419 / x155,852 y97,665 / black) 
   Line (x154,288 y199,581 / x155,852 y198,335 / black) 
   Line (x154,521 y146,209 / x158,305 y147,505 / black) 
   Line (x154,521 y149,791 / x158,305 y148,495 / black) 
   Line (x155,852 y97,665 / x157,425 y98,900 / black) 
   Line (x155,852 y198,335 / x157,425 y197,100 / black) 
   Line (x157,425 y98,900 / x159,005 y100,126 / black) 
   Line (x157,425 y197,100 / x159,005 y195,874 / black) 
   Line (x158,305 y147,505 / x162,073 y148,848 / black) 
   Line (x158,305 y148,495 / x162,073 y147,152 / black) 
   Line (x159,005 y100,126 / x162,189 y102,548 / black) 
   Line (x159,005 y195,874 / x162,189 y193,452 / black) 
   Line (x162,073 y147,152 / x165,824 y145,762 / black) 
   Line (x162,073 y148,848 / x165,824 y150,238 / black) 
   Line (x162,189 y102,548 / x165,403 y104,929 / black) 
   Line (x162,189 y193,452 / x165,403 y191,071 / black) 
   Line (x165,403 y104,929 / x168,646 y107,270 / black) 
   Line (x165,403 y191,071 / x168,646 y188,730 / black) 
   Line (x165,824 y145,762 / x169,556 y144,324 / black) 
   Line (x165,824 y150,238 / x169,556 y151,676 / black) 
   Line (x168,646 y107,270 / x171,919 y109,570 / black) 
   Line (x168,646 y188,730 / x171,919 y186,430 / black) 
   Line (x169,556 y144,324 / x173,271 y142,840 / black) 
   Line (x169,556 y151,676 / x173,271 y153,160 / black) 
   Line (x171,919 y109,570 / x175,220 y111,829 / black) 
   Line (x171,919 y186,430 / x175,220 y184,171 / black) 
   Line (x173,271 y142,840 / x176,966 y141,309 / black) 
   Line (x173,271 y153,160 / x176,966 y154,691 / black) 
   Line (x175,220 y111,829 / x178,549 y114,046 / black) 
   Line (x175,220 y184,171 / x178,549 y181,954 / black) 
   Line (x176,966 y141,309 / x180,642 y139,732 / black) 
   Line (x176,966 y154,691 / x180,642 y156,268 / black) 
   Line (x178,549 y114,046 / x181,906 y116,221 / black) 
   Line (x178,549 y181,954 / x181,906 y179,779 / black) 
   Line (x180,642 y139,732 / x184,298 y138,109 / black) 
   Line (x180,642 y156,268 / x184,298 y157,891 / black) 
   Line (x181,906 y116,221 / x185,290 y118,354 / black) 
   Line (x181,906 y179,779 / x185,290 y177,646 / black) 
   Line (x184,298 y138,109 / x187,933 y136,440 / black) 
   Line (x184,298 y157,891 / x187,933 y159,560 / black) 
   Line (x185,290 y118,354 / x188,701 y120,444 / black) 
   Line (x185,290 y177,646 / x188,701 y175,556 / black) 
   Line (x187,933 y136,440 / x191,547 y134,726 / black) 
   Line (x187,933 y159,560 / x191,547 y161,274 / black) 
   Line (x188,701 y120,444 / x192,137 y122,491 / black) 
   Line (x188,701 y175,556 / x192,137 y173,509 / black) 
   Line (x191,547 y134,726 / x195,139 y132,966 / black) 
   Line (x191,547 y161,274 / x195,139 y163,034 / black) 
   Line (x192,137 y122,491 / x195,599 y124,494 / black) 
   Line (x192,137 y173,509 / x195,599 y171,506 / black) 
   Line (x195,139 y132,966 / x198,709 y131,161 / black) 
   Line (x195,139 y163,034 / x198,709 y164,839 / black) 
   Line (x195,599 y124,494 / x199,086 y126,454 / black) 
   Line (x195,599 y171,506 / x199,086 y169,546 / black) 
   Line (x198,709 y131,161 / x202,256 y129,312 / black) 
   Line (x198,709 y164,839 / x202,256 y166,688 / black) 
   Line (x199,086 y126,454 / x202,597 y128,370 / black) 
   Line (x199,086 y169,546 / x202,597 y167,630 / black) 
   Line (x202,256 y129,312 / x205,779 y127,418 / black) 
   Line (x202,256 y166,688 / x205,779 y168,582 / black) 
   Line (x202,597 y128,370 / x206,132 y130,242 / black) 
   Line (x202,597 y167,630 / x206,132 y165,758 / black) 
   Line (x205,779 y127,418 / x209,278 y125,480 / black) 
   Line (x205,779 y168,582 / x209,278 y170,520 / black) 
   Line (x206,132 y130,242 / x209,691 y132,069 / black) 
   Line (x206,132 y165,758 / x209,691 y163,931 / black) 
   Line (x209,278 y125,480 / x212,753 y123,498 / black) 
   Line (x209,278 y170,520 / x212,753 y172,502 / black) 
   Line (x209,691 y132,069 / x213,272 y133,852 / black) 
   Line (x209,691 y163,931 / x213,272 y162,148 / black) 
   Line (x212,753 y123,498 / x216,202 y121,473 / black) 
   Line (x212,753 y172,502 / x216,202 y174,527 / black) 
   Line (x213,272 y133,852 / x216,875 y135,589 / black) 
   Line (x213,272 y162,148 / x216,875 y160,411 / black) 
   Line (x216,202 y121,473 / x219,626 y119,404 / black) 
   Line (x216,202 y174,527 / x219,626 y176,596 / black) 
   Line (x216,875 y135,589 / x220,499 y137,280 / black) 
   Line (x216,875 y160,411 / x220,499 y158,720 / black) 
   Line (x219,626 y119,404 / x223,023 y117,293 / black) 
   Line (x219,626 y176,596 / x223,023 y178,707 / black) 
   Line (x220,499 y137,280 / x224,145 y138,926 / black) 
   Line (x220,499 y158,720 / x224,145 y157,074 / black) 
   Line (x223,023 y117,293 / x226,393 y115,139 / black) 
   Line (x223,023 y178,707 / x226,393 y180,861 / black) 
   Line (x224,145 y138,926 / x227,811 y140,527 / black) 
   Line (x224,145 y157,074 / x227,811 y155,473 / black) 
   Line (x226,393 y115,139 / x229,737 y112,943 / black) 
   Line (x226,393 y180,861 / x229,737 y183,057 / black) 
   Line (x227,811 y140,527 / x231,497 y142,080 / black) 
   Line (x227,811 y155,473 / x231,497 y153,920 / black) 
   Line (x229,737 y112,943 / x233,052 y110,705 / black) 
   Line (x229,737 y183,057 / x233,052 y185,295 / black) 
   Line (x231,497 y142,080 / x235,202 y143,588 / black) 
   Line (x231,497 y153,920 / x235,202 y152,412 / black) 
   Line (x233,052 y110,705 / x236,339 y108,426 / black) 
   Line (x233,052 y185,295 / x236,339 y187,574 / black) 
   Line (x235,202 y143,588 / x238,925 y145,049 / black) 
   Line (x235,202 y152,412 / x238,925 y150,951 / black) 
   Line (x236,339 y108,426 / x239,597 y106,105 / black) 
   Line (x236,339 y187,574 / x239,597 y189,895 / black) 
   Line (x238,925 y145,049 / x242,667 y146,463 / black) 
   Line (x238,925 y150,951 / x242,667 y149,537 / black) 
   Line (x239,597 y106,105 / x242,826 y103,744 / black) 
   Line (x239,597 y189,895 / x242,826 y192,256 / black) 
   Line (x242,667 y146,463 / x246,426 y147,829 / black) 
   Line (x242,667 y149,537 / x246,426 y148,171 / black) 
   Line (x242,826 y103,744 / x246,024 y101,342 / black) 
   Line (x242,826 y192,256 / x246,024 y194,658 / black) 
   Line (x246,024 y101,342 / x247,612 y100,126 / black) 
   Line (x246,024 y194,658 / x247,612 y195,874 / black) 
