  There is 325 shapes, but only 180 shapes were expected
Superflous shapes in your solution:
   Line (x50,009 y148,657 / x249,975 y152,237 / red) 
   Line (x67,196 y93,932 / x232,804 y206,068 / red) 
   Line (x67,196 y206,068 / x232,804 y93,932 / red) 
   Line (x67,702 y93,194 / x232,298 y206,806 / red) 
   Line (x67,702 y206,806 / x232,298 y93,194 / red) 
   Line (x68,213 y92,459 / x231,787 y207,541 / red) 
   Line (x68,213 y207,541 / x231,787 y92,459 / red) 
   Line (x68,732 y91,729 / x231,268 y208,271 / red) 
   Line (x68,732 y208,271 / x231,268 y91,729 / red) 
   Line (x69,256 y91,004 / x230,744 y208,996 / red) 
   Line (x69,256 y208,996 / x230,744 y91,004 / red) 
   Line (x69,788 y90,284 / x230,212 y209,716 / red) 
   Line (x69,788 y209,716 / x230,212 y90,284 / red) 
   Line (x70,325 y89,569 / x229,675 y210,431 / red) 
   Line (x70,325 y210,431 / x229,675 y89,569 / red) 
   Line (x70,869 y88,858 / x229,131 y211,142 / red) 
   Line (x70,869 y211,142 / x229,131 y88,858 / red) 
   Line (x71,420 y88,152 / x228,580 y211,848 / red) 
   Line (x71,420 y211,848 / x228,580 y88,152 / red) 
   Line (x71,977 y87,451 / x228,023 y212,549 / red) 
   Line (x71,977 y212,549 / x228,023 y87,451 / red) 
   Line (x72,540 y86,755 / x227,460 y213,245 / red) 
   Line (x72,540 y213,245 / x227,460 y86,755 / red) 
   Line (x73,109 y86,065 / x226,891 y213,935 / red) 
   Line (x73,109 y213,935 / x226,891 y86,065 / red) 
   Line (x73,684 y85,379 / x226,316 y214,621 / red) 
   Line (x73,684 y214,621 / x226,316 y85,379 / red) 
   Line (x74,265 y84,699 / x225,735 y215,301 / red) 
   Line (x74,265 y215,301 / x225,735 y84,699 / red) 
   Line (x74,853 y84,023 / x225,147 y215,977 / red) 
   Line (x74,853 y215,977 / x225,147 y84,023 / red) 
   Line (x75,446 y83,353 / x224,554 y216,647 / red) 
   Line (x75,446 y216,647 / x224,554 y83,353 / red) 
   Line (x76,046 y82,689 / x223,954 y217,311 / red) 
   Line (x76,046 y217,311 / x223,954 y82,689 / red) 
   Line (x76,651 y82,030 / x223,349 y217,970 / red) 
   Line (x76,651 y217,970 / x223,349 y82,030 / red) 
   Line (x77,263 y81,376 / x222,737 y218,624 / red) 
   Line (x77,263 y218,624 / x222,737 y81,376 / red) 
   Line (x77,880 y80,728 / x222,120 y219,272 / red) 
   Line (x77,880 y219,272 / x222,120 y80,728 / red) 
   Line (x78,503 y80,085 / x221,497 y219,915 / red) 
   Line (x78,503 y219,915 / x221,497 y80,085 / red) 
   Line (x79,131 y79,448 / x220,869 y220,552 / red) 
   Line (x79,131 y220,552 / x220,869 y79,448 / red) 
   Line (x79,766 y78,816 / x220,234 y221,184 / red) 
   Line (x79,766 y221,184 / x220,234 y78,816 / red) 
   Line (x80,406 y78,190 / x219,594 y221,810 / red) 
   Line (x80,406 y221,810 / x219,594 y78,190 / red) 
   Line (x81,051 y77,570 / x218,949 y222,430 / red) 
   Line (x81,051 y222,430 / x218,949 y77,570 / red) 
   Line (x81,702 y76,956 / x218,298 y223,044 / red) 
   Line (x81,702 y223,044 / x218,298 y76,956 / red) 
   Line (x82,359 y76,348 / x217,641 y223,652 / red) 
   Line (x82,359 y223,652 / x217,641 y76,348 / red) 
   Line (x83,020 y75,745 / x216,980 y224,255 / red) 
   Line (x83,020 y224,255 / x216,980 y75,745 / red) 
   Line (x83,688 y75,149 / x216,312 y224,851 / red) 
   Line (x83,688 y224,851 / x216,312 y75,149 / red) 
   Line (x84,360 y74,558 / x215,640 y225,442 / red) 
   Line (x84,360 y225,442 / x215,640 y74,558 / red) 
   Line (x85,038 y73,974 / x214,962 y226,026 / red) 
   Line (x85,038 y226,026 / x214,962 y73,974 / red) 
   Line (x86,409 y72,823 / x213,591 y227,177 / black) 
   Line (x86,409 y227,177 / x213,591 y72,823 / black) 
   Line (x87,103 y72,257 / x212,897 y227,743 / black) 
   Line (x87,103 y227,743 / x212,897 y72,257 / black) 
   Line (x87,801 y71,697 / x212,199 y228,303 / black) 
   Line (x87,801 y228,303 / x212,199 y71,697 / black) 
   Line (x88,504 y71,144 / x211,496 y228,856 / black) 
   Line (x88,504 y228,856 / x211,496 y71,144 / black) 
   Line (x89,213 y70,597 / x210,787 y229,403 / black) 
   Line (x89,213 y229,403 / x210,787 y70,597 / black) 
   Line (x89,926 y70,056 / x210,074 y229,944 / black) 
   Line (x89,926 y229,944 / x210,074 y70,056 / black) 
   Line (x90,644 y69,521 / x209,356 y230,479 / black) 
   Line (x90,644 y230,479 / x209,356 y69,521 / black) 
   Line (x91,366 y68,993 / x208,634 y231,007 / black) 
   Line (x91,366 y231,007 / x208,634 y68,993 / black) 
   Line (x92,094 y68,472 / x207,906 y231,528 / black) 
   Line (x92,094 y231,528 / x207,906 y68,472 / black) 
   Line (x92,826 y67,957 / x207,174 y232,043 / black) 
   Line (x92,826 y232,043 / x207,174 y67,957 / black) 
   Line (x93,562 y67,448 / x206,438 y232,552 / black) 
   Line (x93,562 y232,552 / x206,438 y67,448 / black) 
   Line (x94,304 y66,946 / x205,696 y233,054 / black) 
   Line (x94,304 y233,054 / x205,696 y66,946 / black) 
   Line (x95,049 y66,451 / x204,951 y233,549 / black) 
   Line (x95,049 y233,549 / x204,951 y66,451 / black) 
   Line (x95,799 y65,963 / x204,201 y234,037 / black) 
   Line (x95,799 y234,037 / x204,201 y65,963 / black) 
   Line (x96,553 y65,481 / x203,447 y234,519 / black) 
   Line (x96,553 y234,519 / x203,447 y65,481 / black) 
   Line (x97,312 y65,006 / x202,688 y234,994 / black) 
   Line (x97,312 y234,994 / x202,688 y65,006 / black) 
   Line (x98,075 y64,538 / x201,925 y235,462 / black) 
   Line (x98,075 y235,462 / x201,925 y64,538 / black) 
   Line (x98,842 y64,077 / x201,158 y235,923 / black) 
   Line (x98,842 y235,923 / x201,158 y64,077 / black) 
   Line (x99,613 y63,622 / x200,387 y236,378 / black) 
   Line (x99,613 y236,378 / x200,387 y63,622 / black) 
   Line (x100,388 y63,175 / x199,612 y236,825 / black) 
   Line (x100,388 y236,825 / x199,612 y63,175 / black) 
   Line (x101,167 y62,734 / x198,833 y237,266 / black) 
   Line (x101,167 y237,266 / x198,833 y62,734 / black) 
   Line (x101,950 y62,300 / x198,050 y237,700 / black) 
   Line (x101,950 y237,700 / x198,050 y62,300 / black) 
   Line (x102,737 y61,874 / x197,263 y238,126 / black) 
   Line (x102,737 y238,126 / x197,263 y61,874 / black) 
   Line (x103,528 y61,454 / x196,472 y238,546 / black) 
   Line (x103,528 y238,546 / x196,472 y61,454 / black) 
   Line (x104,322 y61,042 / x195,678 y238,958 / black) 
   Line (x104,322 y238,958 / x195,678 y61,042 / black) 
   Line (x105,120 y60,637 / x194,880 y239,363 / black) 
   Line (x105,120 y239,363 / x194,880 y60,637 / black) 
   Line (x105,922 y60,239 / x194,078 y239,761 / black) 
   Line (x105,922 y239,761 / x194,078 y60,239 / black) 
   Line (x106,727 y59,848 / x193,273 y240,152 / black) 
   Line (x106,727 y240,152 / x193,273 y59,848 / black) 
   Line (x107,535 y59,464 / x192,465 y240,536 / black) 
   Line (x107,535 y240,536 / x192,465 y59,464 / black) 
   Line (x108,348 y59,088 / x191,652 y240,912 / black) 
   Line (x108,348 y240,912 / x191,652 y59,088 / black) 
   Line (x109,163 y58,718 / x190,837 y241,282 / black) 
   Line (x109,163 y241,282 / x190,837 y58,718 / black) 
   Line (x109,982 y58,357 / x190,018 y241,643 / black) 
   Line (x109,982 y241,643 / x190,018 y58,357 / black) 
   Line (x110,803 y58,002 / x189,197 y241,998 / black) 
   Line (x110,803 y241,998 / x189,197 y58,002 / black) 
   Line (x111,628 y57,655 / x188,372 y242,345 / black) 
   Line (x111,628 y242,345 / x188,372 y57,655 / black) 
   Line (x112,456 y57,315 / x187,544 y242,685 / black) 
   Line (x112,456 y242,685 / x187,544 y57,315 / black) 
   Line (x113,287 y56,983 / x186,713 y243,017 / black) 
   Line (x113,287 y243,017 / x186,713 y56,983 / black) 
   Line (x114,121 y56,658 / x185,879 y243,342 / black) 
   Line (x114,121 y243,342 / x185,879 y56,658 / black) 
   Line (x114,958 y56,341 / x185,042 y243,659 / black) 
   Line (x114,958 y243,659 / x185,042 y56,341 / black) 
   Line (x116,640 y55,728 / x183,360 y244,272 / red) 
   Line (x116,640 y244,272 / x183,360 y55,728 / red) 
   Line (x117,486 y55,434 / x182,514 y244,566 / red) 
   Line (x117,486 y244,566 / x182,514 y55,434 / red) 
   Line (x118,333 y55,146 / x181,667 y244,854 / red) 
   Line (x118,333 y244,854 / x181,667 y55,146 / red) 
   Line (x119,183 y54,867 / x180,817 y245,133 / red) 
   Line (x119,183 y245,133 / x180,817 y54,867 / red) 
   Line (x120,036 y54,595 / x179,964 y245,405 / red) 
   Line (x120,036 y245,405 / x179,964 y54,595 / red) 
   Line (x120,891 y54,330 / x179,109 y245,670 / red) 
   Line (x120,891 y245,670 / x179,109 y54,330 / red) 
   Line (x121,749 y54,074 / x178,251 y245,926 / red) 
   Line (x121,749 y245,926 / x178,251 y54,074 / red) 
   Line (x122,608 y53,825 / x177,392 y246,175 / red) 
   Line (x122,608 y246,175 / x177,392 y53,825 / red) 
   Line (x123,470 y53,583 / x176,530 y246,417 / red) 
   Line (x123,470 y246,417 / x176,530 y53,583 / red) 
   Line (x124,334 y53,350 / x175,666 y246,650 / red) 
   Line (x124,334 y246,650 / x175,666 y53,350 / red) 
   Line (x125,200 y53,124 / x174,800 y246,876 / red) 
   Line (x125,200 y246,876 / x174,800 y53,124 / red) 
   Line (x126,068 y52,906 / x173,932 y247,094 / red) 
   Line (x126,068 y247,094 / x173,932 y52,906 / red) 
   Line (x126,938 y52,696 / x173,062 y247,304 / red) 
   Line (x126,938 y247,304 / x173,062 y52,696 / red) 
   Line (x127,810 y52,493 / x172,190 y247,507 / red) 
   Line (x127,810 y247,507 / x172,190 y52,493 / red) 
   Line (x128,684 y52,298 / x171,316 y247,702 / red) 
   Line (x128,684 y247,702 / x171,316 y52,298 / red) 
   Line (x129,559 y52,111 / x170,441 y247,889 / red) 
   Line (x129,559 y247,889 / x170,441 y52,111 / red) 
   Line (x130,436 y51,932 / x169,564 y248,068 / red) 
   Line (x130,436 y248,068 / x169,564 y51,932 / red) 
   Line (x131,315 y51,761 / x168,685 y248,239 / red) 
   Line (x131,315 y248,239 / x168,685 y51,761 / red) 
   Line (x132,195 y51,598 / x167,805 y248,402 / red) 
   Line (x132,195 y248,402 / x167,805 y51,598 / red) 
   Line (x133,076 y51,443 / x166,924 y248,557 / red) 
   Line (x133,076 y248,557 / x166,924 y51,443 / red) 
   Line (x133,959 y51,295 / x166,041 y248,705 / red) 
   Line (x133,959 y248,705 / x166,041 y51,295 / red) 
   Line (x134,843 y51,155 / x165,157 y248,845 / red) 
   Line (x134,843 y248,845 / x165,157 y51,155 / red) 
   Line (x135,728 y51,024 / x164,272 y248,976 / red) 
   Line (x135,728 y248,976 / x164,272 y51,024 / red) 
   Line (x136,615 y50,900 / x163,385 y249,100 / red) 
   Line (x136,615 y249,100 / x163,385 y50,900 / red) 
   Line (x137,502 y50,784 / x162,498 y249,216 / red) 
   Line (x137,502 y249,216 / x162,498 y50,784 / red) 
   Line (x138,391 y50,676 / x161,609 y249,324 / red) 
   Line (x138,391 y249,324 / x161,609 y50,676 / red) 
   Line (x139,280 y50,576 / x160,720 y249,424 / red) 
   Line (x139,280 y249,424 / x160,720 y50,576 / red) 
   Line (x140,170 y50,484 / x159,830 y249,516 / red) 
   Line (x140,170 y249,516 / x159,830 y50,484 / red) 
   Line (x141,062 y50,400 / x158,938 y249,600 / red) 
   Line (x141,062 y249,600 / x158,938 y50,400 / red) 
   Line (x141,953 y50,324 / x158,047 y249,676 / red) 
   Line (x141,953 y249,676 / x158,047 y50,324 / red) 
   Line (x142,846 y50,256 / x157,154 y249,744 / red) 
   Line (x142,846 y249,744 / x157,154 y50,256 / red) 
   Line (x143,739 y50,196 / x156,261 y249,804 / red) 
   Line (x143,739 y249,804 / x156,261 y50,196 / red) 
   Line (x144,632 y50,144 / x155,368 y249,856 / red) 
   Line (x144,632 y249,856 / x155,368 y50,144 / red) 
   Line (x145,526 y50,100 / x154,474 y249,900 / red) 
   Line (x145,526 y249,900 / x154,474 y50,100 / red) 
   Line (x146,421 y50,064 / x153,579 y249,936 / red) 
   Line (x146,421 y249,936 / x153,579 y50,064 / red) 
   Line (x147,315 y50,036 / x152,685 y249,964 / red) 
   Line (x147,315 y249,964 / x152,685 y50,036 / red) 
   Line (x148,210 y50,016 / x151,790 y249,984 / red) 
   Line (x148,210 y249,984 / x151,790 y50,016 / red) 
   Line (x149,105 y249,996 / x150,000 y250,000 / red) 
   Line (x150,000 y150,000 / x150,895 y50,004 / black) 
   Line (x150,000 y150,000 / x245,270 y119,609 / red) 
   Line (x150,000 y150,000 / x245,270 y180,391 / red) 
   Line (x150,000 y150,000 / x246,052 y122,178 / red) 
   Line (x150,000 y150,000 / x246,052 y177,822 / red) 
   Line (x150,000 y150,000 / x246,534 y123,902 / red) 
   Line (x150,000 y150,000 / x246,764 y175,233 / red) 
   Line (x150,000 y150,000 / x246,986 y125,634 / red) 
   Line (x150,000 y150,000 / x247,407 y127,374 / red) 
   Line (x150,000 y150,000 / x247,407 y172,626 / red) 
   Line (x150,000 y150,000 / x247,796 y129,121 / red) 
   Line (x150,000 y150,000 / x247,796 y170,879 / red) 
   Line (x150,000 y150,000 / x248,154 y169,125 / red) 
   Line (x150,000 y150,000 / x248,481 y132,635 / black) 
   Line (x150,000 y150,000 / x248,632 y166,483 / black) 
   Line (x150,000 y150,000 / x249,039 y136,171 / black) 
   Line (x150,000 y150,000 / x249,039 y163,829 / black) 
   Line (x150,000 y150,000 / x249,271 y137,946 / black) 
   Line (x150,000 y150,000 / x249,471 y160,275 / black) 
   Line (x150,000 y150,000 / x249,559 y140,616 / black) 
   Line (x150,000 y150,000 / x249,639 y158,493 / black) 
   Line (x150,000 y150,000 / x249,775 y143,292 / black) 
   Line (x150,000 y150,000 / x249,831 y155,814 / black) 
   Line (x150,000 y150,000 / x249,919 y145,973 / black) 
   Line (x150,000 y150,000 / x249,951 y153,132 / black) 
   Line (x150,000 y150,000 / x249,991 y148,657 / black) 
   Line (x150,000 y150,000 / x249,999 y150,448 / black) 
Missing shapes in your solution:
   Line (x50,000 y150,000 / x250,000 y150,000 / red) 
   Line (x50,015 y148,255 / x249,985 y151,745 / red) 
   Line (x50,015 y151,745 / x249,985 y148,255 / red) 
   Line (x50,061 y146,510 / x249,939 y153,490 / red) 
   Line (x50,061 y153,490 / x249,939 y146,510 / red) 
   Line (x50,137 y144,766 / x249,863 y155,234 / red) 
   Line (x50,137 y155,234 / x249,863 y144,766 / red) 
   Line (x50,244 y143,024 / x249,756 y156,976 / red) 
   Line (x50,244 y156,976 / x249,756 y143,024 / red) 
   Line (x50,381 y141,284 / x249,619 y158,716 / red) 
   Line (x50,381 y158,716 / x249,619 y141,284 / red) 
   Line (x50,548 y139,547 / x249,452 y160,453 / red) 
   Line (x50,548 y160,453 / x249,452 y139,547 / red) 
   Line (x50,745 y137,813 / x249,255 y162,187 / red) 
   Line (x50,745 y162,187 / x249,255 y137,813 / red) 
   Line (x50,973 y136,083 / x249,027 y163,917 / red) 
   Line (x50,973 y163,917 / x249,027 y136,083 / red) 
   Line (x51,231 y134,357 / x248,769 y165,643 / red) 
   Line (x51,231 y165,643 / x248,769 y134,357 / red) 
   Line (x51,519 y132,635 / x248,481 y167,365 / black) 
   Line (x51,519 y167,365 / x248,481 y132,635 / red) 
   Line (x51,837 y130,919 / x248,163 y169,081 / black) 
   Line (x51,837 y169,081 / x248,163 y130,919 / black) 
   Line (x52,185 y129,209 / x247,815 y170,791 / black) 
   Line (x52,185 y170,791 / x247,815 y129,209 / black) 
   Line (x52,563 y127,505 / x247,437 y172,495 / black) 
   Line (x52,563 y172,495 / x247,437 y127,505 / black) 
   Line (x52,970 y125,808 / x247,030 y174,192 / black) 
   Line (x52,970 y174,192 / x247,030 y125,808 / black) 
   Line (x53,407 y124,118 / x246,593 y175,882 / black) 
   Line (x53,407 y175,882 / x246,593 y124,118 / black) 
   Line (x53,874 y122,436 / x246,126 y177,564 / black) 
   Line (x53,874 y177,564 / x246,126 y122,436 / black) 
   Line (x54,370 y120,763 / x245,630 y179,237 / black) 
   Line (x54,370 y179,237 / x245,630 y120,763 / black) 
   Line (x54,894 y119,098 / x245,106 y180,902 / black) 
   Line (x54,894 y180,902 / x245,106 y119,098 / black) 
   Line (x55,448 y117,443 / x244,552 y182,557 / black) 
   Line (x55,448 y182,557 / x244,552 y117,443 / black) 
   Line (x56,031 y115,798 / x243,969 y184,202 / black) 
   Line (x56,031 y184,202 / x243,969 y115,798 / black) 
   Line (x56,642 y114,163 / x243,358 y185,837 / black) 
   Line (x56,642 y185,837 / x243,358 y114,163 / black) 
   Line (x57,282 y112,539 / x242,718 y187,461 / black) 
   Line (x57,282 y187,461 / x242,718 y112,539 / black) 
   Line (x57,950 y110,927 / x242,050 y189,073 / black) 
   Line (x57,950 y189,073 / x242,050 y110,927 / black) 
   Line (x58,645 y109,326 / x241,355 y190,674 / black) 
   Line (x58,645 y190,674 / x241,355 y109,326 / black) 
   Line (x59,369 y107,738 / x240,631 y192,262 / black) 
   Line (x59,369 y192,262 / x240,631 y107,738 / black) 
   Line (x60,121 y106,163 / x239,879 y193,837 / black) 
   Line (x60,121 y193,837 / x239,879 y106,163 / black) 
   Line (x60,899 y104,601 / x239,101 y195,399 / black) 
   Line (x60,899 y195,399 / x239,101 y104,601 / black) 
   Line (x61,705 y103,053 / x238,295 y196,947 / black) 
   Line (x61,705 y196,947 / x238,295 y103,053 / black) 
   Line (x62,538 y101,519 / x237,462 y198,481 / black) 
   Line (x62,538 y198,481 / x237,462 y101,519 / black) 
   Line (x64,283 y98,496 / x235,717 y201,504 / red) 
   Line (x64,283 y201,504 / x235,717 y98,496 / red) 
   Line (x65,195 y97,008 / x234,805 y202,992 / red) 
   Line (x65,195 y202,992 / x234,805 y97,008 / red) 
   Line (x66,133 y95,536 / x233,867 y204,464 / red) 
   Line (x66,133 y204,464 / x233,867 y95,536 / red) 
   Line (x67,096 y94,081 / x232,904 y205,919 / red) 
   Line (x67,096 y205,919 / x232,904 y94,081 / red) 
   Line (x68,085 y92,642 / x231,915 y207,358 / red) 
   Line (x68,085 y207,358 / x231,915 y92,642 / red) 
   Line (x69,098 y91,221 / x230,902 y208,779 / red) 
   Line (x69,098 y208,779 / x230,902 y91,221 / red) 
   Line (x70,136 y89,818 / x229,864 y210,182 / red) 
   Line (x70,136 y210,182 / x229,864 y89,818 / red) 
   Line (x71,199 y88,434 / x228,801 y211,566 / red) 
   Line (x71,199 y211,566 / x228,801 y88,434 / red) 
   Line (x72,285 y87,068 / x227,715 y212,932 / red) 
   Line (x72,285 y212,932 / x227,715 y87,068 / red) 
   Line (x73,396 y85,721 / x226,604 y214,279 / red) 
   Line (x73,396 y214,279 / x226,604 y85,721 / red) 
   Line (x74,529 y84,394 / x225,471 y215,606 / red) 
   Line (x74,529 y215,606 / x225,471 y84,394 / red) 
   Line (x75,686 y83,087 / x224,314 y216,913 / red) 
   Line (x75,686 y216,913 / x224,314 y83,087 / red) 
   Line (x76,865 y81,800 / x223,135 y218,200 / red) 
   Line (x76,865 y218,200 / x223,135 y81,800 / red) 
   Line (x78,066 y80,534 / x221,934 y219,466 / red) 
   Line (x78,066 y219,466 / x221,934 y80,534 / red) 
   Line (x79,289 y79,289 / x220,711 y220,711 / red) 
   Line (x79,289 y220,711 / x220,711 y79,289 / red) 
   Line (x80,534 y78,066 / x219,466 y221,934 / red) 
   Line (x80,534 y221,934 / x219,466 y78,066 / red) 
   Line (x81,800 y76,865 / x218,200 y223,135 / red) 
   Line (x81,800 y223,135 / x218,200 y76,865 / red) 
   Line (x83,087 y75,686 / x216,913 y224,314 / red) 
   Line (x83,087 y224,314 / x216,913 y75,686 / red) 
   Line (x84,394 y74,529 / x215,606 y225,471 / red) 
   Line (x84,394 y225,471 / x215,606 y74,529 / red) 
   Line (x87,068 y72,285 / x212,932 y227,715 / black) 
   Line (x87,068 y227,715 / x212,932 y72,285 / black) 
   Line (x88,434 y71,199 / x211,566 y228,801 / black) 
   Line (x88,434 y228,801 / x211,566 y71,199 / black) 
   Line (x89,818 y70,136 / x210,182 y229,864 / black) 
   Line (x89,818 y229,864 / x210,182 y70,136 / black) 
   Line (x91,221 y69,098 / x208,779 y230,902 / black) 
   Line (x91,221 y230,902 / x208,779 y69,098 / black) 
   Line (x92,642 y68,085 / x207,358 y231,915 / black) 
   Line (x92,642 y231,915 / x207,358 y68,085 / black) 
   Line (x94,081 y67,096 / x205,919 y232,904 / black) 
   Line (x94,081 y232,904 / x205,919 y67,096 / black) 
   Line (x95,536 y66,133 / x204,464 y233,867 / black) 
   Line (x95,536 y233,867 / x204,464 y66,133 / black) 
   Line (x97,008 y65,195 / x202,992 y234,805 / black) 
   Line (x97,008 y234,805 / x202,992 y65,195 / black) 
   Line (x98,496 y64,283 / x201,504 y235,717 / black) 
   Line (x98,496 y235,717 / x201,504 y64,283 / black) 
   Line (x100,000 y63,397 / x200,000 y236,603 / black) 
   Line (x100,000 y236,603 / x200,000 y63,397 / black) 
   Line (x101,519 y62,538 / x198,481 y237,462 / black) 
   Line (x101,519 y237,462 / x198,481 y62,538 / black) 
   Line (x103,053 y61,705 / x196,947 y238,295 / black) 
   Line (x103,053 y238,295 / x196,947 y61,705 / black) 
   Line (x104,601 y60,899 / x195,399 y239,101 / black) 
   Line (x104,601 y239,101 / x195,399 y60,899 / black) 
   Line (x106,163 y60,121 / x193,837 y239,879 / black) 
   Line (x106,163 y239,879 / x193,837 y60,121 / black) 
   Line (x107,738 y59,369 / x192,262 y240,631 / black) 
   Line (x107,738 y240,631 / x192,262 y59,369 / black) 
   Line (x109,326 y58,645 / x190,674 y241,355 / black) 
   Line (x109,326 y241,355 / x190,674 y58,645 / black) 
   Line (x110,927 y57,950 / x189,073 y242,050 / black) 
   Line (x110,927 y242,050 / x189,073 y57,950 / black) 
   Line (x112,539 y57,282 / x187,461 y242,718 / black) 
   Line (x112,539 y242,718 / x187,461 y57,282 / black) 
   Line (x114,163 y56,642 / x185,837 y243,358 / black) 
   Line (x114,163 y243,358 / x185,837 y56,642 / black) 
   Line (x117,443 y55,448 / x182,557 y244,552 / red) 
   Line (x117,443 y244,552 / x182,557 y55,448 / red) 
   Line (x119,098 y54,894 / x180,902 y245,106 / red) 
   Line (x119,098 y245,106 / x180,902 y54,894 / red) 
   Line (x120,763 y54,370 / x179,237 y245,630 / red) 
   Line (x120,763 y245,630 / x179,237 y54,370 / red) 
   Line (x122,436 y53,874 / x177,564 y246,126 / red) 
   Line (x122,436 y246,126 / x177,564 y53,874 / red) 
