  There is 311 shapes, but only 180 shapes were expected
Superflous shapes in your solution:
   Line (x50,001 y150,499 / x249,989 y148,504 / red) 
   Line (x53,472 y123,877 / x246,528 y176,123 / black) 
   Line (x53,472 y176,123 / x246,528 y123,877 / black) 
   Line (x53,738 y122,916 / x246,262 y177,084 / black) 
   Line (x53,738 y177,084 / x246,262 y122,916 / black) 
   Line (x54,012 y121,957 / x245,988 y178,043 / black) 
   Line (x54,012 y178,043 / x245,988 y121,957 / black) 
   Line (x54,297 y121,001 / x245,703 y178,999 / black) 
   Line (x54,297 y178,999 / x245,703 y121,001 / black) 
   Line (x54,591 y120,048 / x245,409 y179,952 / black) 
   Line (x54,591 y179,952 / x245,409 y120,048 / black) 
   Line (x55,207 y118,151 / x244,793 y181,849 / black) 
   Line (x55,207 y181,849 / x244,793 y118,151 / black) 
   Line (x55,530 y117,208 / x244,470 y182,792 / black) 
   Line (x55,530 y182,792 / x244,470 y117,208 / black) 
   Line (x55,861 y116,267 / x244,139 y183,733 / black) 
   Line (x55,861 y183,733 / x244,139 y116,267 / black) 
   Line (x56,202 y115,330 / x243,798 y184,670 / black) 
   Line (x56,202 y184,670 / x243,798 y115,330 / black) 
   Line (x56,553 y114,396 / x243,447 y185,604 / black) 
   Line (x56,553 y185,604 / x243,447 y114,396 / black) 
   Line (x56,913 y113,466 / x243,087 y186,534 / black) 
   Line (x56,913 y186,534 / x243,087 y113,466 / black) 
   Line (x57,660 y111,617 / x242,340 y188,383 / black) 
   Line (x57,660 y188,383 / x242,340 y111,617 / black) 
   Line (x58,047 y110,697 / x241,953 y189,303 / black) 
   Line (x58,047 y189,303 / x241,953 y110,697 / black) 
   Line (x58,444 y109,782 / x241,556 y190,218 / black) 
   Line (x58,444 y190,218 / x241,556 y109,782 / black) 
   Line (x58,849 y108,871 / x241,151 y191,129 / black) 
   Line (x58,849 y191,129 / x241,151 y108,871 / black) 
   Line (x59,264 y107,964 / x240,736 y192,036 / black) 
   Line (x59,264 y192,036 / x240,736 y107,964 / black) 
   Line (x59,688 y107,061 / x240,312 y192,939 / black) 
   Line (x59,688 y192,939 / x240,312 y107,061 / black) 
   Line (x60,562 y105,269 / x239,438 y194,731 / black) 
   Line (x60,562 y194,731 / x239,438 y105,269 / black) 
   Line (x61,013 y104,379 / x238,987 y195,621 / black) 
   Line (x61,013 y195,621 / x238,987 y104,379 / black) 
   Line (x61,472 y103,494 / x238,528 y196,506 / black) 
   Line (x61,472 y196,506 / x238,528 y103,494 / black) 
   Line (x61,940 y102,613 / x238,060 y197,387 / black) 
   Line (x61,940 y197,387 / x238,060 y102,613 / black) 
   Line (x62,417 y101,737 / x237,583 y198,263 / black) 
   Line (x62,417 y198,263 / x237,583 y101,737 / black) 
   Line (x62,903 y100,866 / x237,097 y199,134 / black) 
   Line (x62,903 y199,134 / x237,097 y100,866 / black) 
   Line (x63,900 y99,139 / x236,100 y200,861 / red) 
   Line (x63,900 y200,861 / x236,100 y99,139 / red) 
   Line (x64,412 y98,283 / x235,588 y201,717 / red) 
   Line (x64,412 y201,717 / x235,588 y98,283 / red) 
   Line (x64,932 y97,432 / x235,068 y202,568 / red) 
   Line (x64,932 y202,568 / x235,068 y97,432 / red) 
   Line (x65,460 y96,586 / x234,540 y203,414 / red) 
   Line (x65,460 y203,414 / x234,540 y96,586 / red) 
   Line (x65,997 y95,745 / x234,003 y204,255 / red) 
   Line (x65,997 y204,255 / x234,003 y95,745 / red) 
   Line (x66,543 y94,910 / x233,457 y205,090 / red) 
   Line (x66,543 y205,090 / x233,457 y94,910 / red) 
   Line (x67,658 y93,257 / x232,342 y206,743 / red) 
   Line (x67,658 y206,743 / x232,342 y93,257 / red) 
   Line (x68,228 y92,438 / x231,772 y207,562 / red) 
   Line (x68,228 y207,562 / x231,772 y92,438 / red) 
   Line (x68,806 y91,626 / x231,194 y208,374 / red) 
   Line (x68,806 y208,374 / x231,194 y91,626 / red) 
   Line (x69,392 y90,819 / x230,608 y209,181 / red) 
   Line (x69,392 y209,181 / x230,608 y90,819 / red) 
   Line (x69,987 y90,018 / x230,013 y209,982 / red) 
   Line (x69,987 y209,982 / x230,013 y90,018 / red) 
   Line (x70,589 y89,223 / x229,411 y210,777 / red) 
   Line (x70,589 y210,777 / x229,411 y89,223 / red) 
   Line (x71,817 y87,651 / x228,183 y212,349 / red) 
   Line (x71,817 y212,349 / x228,183 y87,651 / red) 
   Line (x72,443 y86,874 / x227,557 y213,126 / red) 
   Line (x72,443 y213,126 / x227,557 y86,874 / red) 
   Line (x73,076 y86,104 / x226,924 y213,896 / red) 
   Line (x73,076 y213,896 / x226,924 y86,104 / red) 
   Line (x73,717 y85,340 / x226,283 y214,660 / red) 
   Line (x73,717 y214,660 / x226,283 y85,340 / red) 
   Line (x74,366 y84,582 / x225,634 y215,418 / red) 
   Line (x74,366 y215,418 / x225,634 y84,582 / red) 
   Line (x75,022 y83,831 / x224,978 y216,169 / red) 
   Line (x75,022 y216,169 / x224,978 y83,831 / red) 
   Line (x76,357 y82,349 / x223,643 y217,651 / red) 
   Line (x76,357 y217,651 / x223,643 y82,349 / red) 
   Line (x77,035 y81,618 / x222,965 y218,382 / red) 
   Line (x77,035 y218,382 / x222,965 y81,618 / red) 
   Line (x77,721 y80,894 / x222,279 y219,106 / red) 
   Line (x77,721 y219,106 / x222,279 y80,894 / red) 
   Line (x78,413 y80,176 / x221,587 y219,824 / red) 
   Line (x78,413 y219,824 / x221,587 y80,176 / red) 
   Line (x79,113 y79,466 / x220,887 y220,534 / red) 
   Line (x79,113 y220,534 / x220,887 y79,466 / red) 
   Line (x79,820 y78,762 / x220,180 y221,238 / red) 
   Line (x79,820 y221,238 / x220,180 y78,762 / red) 
   Line (x81,255 y77,377 / x218,745 y222,623 / red) 
   Line (x81,255 y222,623 / x218,745 y77,377 / red) 
   Line (x81,983 y76,695 / x218,017 y223,305 / red) 
   Line (x81,983 y223,305 / x218,017 y76,695 / red) 
   Line (x82,717 y76,020 / x217,283 y223,980 / red) 
   Line (x82,717 y223,980 / x217,283 y76,020 / red) 
   Line (x83,458 y75,353 / x216,542 y224,647 / red) 
   Line (x83,458 y224,647 / x216,542 y75,353 / red) 
   Line (x84,206 y74,693 / x215,794 y225,307 / red) 
   Line (x84,206 y225,307 / x215,794 y74,693 / red) 
   Line (x84,960 y74,040 / x215,040 y225,960 / red) 
   Line (x84,960 y225,960 / x215,040 y74,040 / red) 
   Line (x86,488 y72,758 / x213,512 y227,242 / black) 
   Line (x86,488 y227,242 / x213,512 y72,758 / black) 
   Line (x87,262 y72,129 / x212,738 y227,871 / black) 
   Line (x87,262 y227,871 / x212,738 y72,129 / black) 
   Line (x88,042 y71,507 / x211,958 y228,493 / black) 
   Line (x88,042 y228,493 / x211,958 y71,507 / black) 
   Line (x88,828 y70,893 / x211,172 y229,107 / black) 
   Line (x88,828 y229,107 / x211,172 y70,893 / black) 
   Line (x89,620 y70,287 / x210,380 y229,713 / black) 
   Line (x89,620 y229,713 / x210,380 y70,287 / black) 
   Line (x90,418 y69,689 / x209,582 y230,311 / black) 
   Line (x90,418 y230,311 / x209,582 y69,689 / black) 
   Line (x92,031 y68,516 / x207,969 y231,484 / black) 
   Line (x92,031 y231,484 / x207,969 y68,516 / black) 
   Line (x92,847 y67,942 / x207,153 y232,058 / black) 
   Line (x92,847 y232,058 / x207,153 y67,942 / black) 
   Line (x93,668 y67,376 / x206,332 y232,624 / black) 
   Line (x93,668 y232,624 / x206,332 y67,376 / black) 
   Line (x94,495 y66,818 / x205,505 y233,182 / black) 
   Line (x94,495 y233,182 / x205,505 y66,818 / black) 
   Line (x95,327 y66,269 / x204,673 y233,731 / black) 
   Line (x95,327 y233,731 / x204,673 y66,269 / black) 
   Line (x96,165 y65,728 / x203,835 y234,272 / black) 
   Line (x96,165 y234,272 / x203,835 y65,728 / black) 
   Line (x97,856 y64,671 / x202,144 y235,329 / black) 
   Line (x97,856 y235,329 / x202,144 y64,671 / black) 
   Line (x98,710 y64,155 / x201,290 y235,845 / black) 
   Line (x98,710 y235,845 / x201,290 y64,155 / black) 
   Line (x99,569 y63,648 / x200,431 y236,352 / black) 
   Line (x99,569 y236,352 / x200,431 y63,648 / black) 
   Line (x100,432 y63,149 / x199,568 y236,851 / black) 
   Line (x100,432 y236,851 / x199,568 y63,149 / black) 
   Line (x101,301 y62,659 / x198,699 y237,341 / black) 
   Line (x101,301 y237,341 / x198,699 y62,659 / black) 
   Line (x102,175 y62,178 / x197,825 y237,822 / black) 
   Line (x102,175 y237,822 / x197,825 y62,178 / black) 
   Line (x103,936 y61,241 / x196,064 y238,759 / black) 
   Line (x103,936 y238,759 / x196,064 y61,241 / black) 
   Line (x104,823 y60,786 / x195,177 y239,214 / black) 
   Line (x104,823 y239,214 / x195,177 y60,786 / black) 
   Line (x105,715 y60,340 / x194,285 y239,660 / black) 
   Line (x105,715 y239,660 / x194,285 y60,340 / black) 
   Line (x106,612 y59,903 / x193,388 y240,097 / black) 
   Line (x106,612 y240,097 / x193,388 y59,903 / black) 
   Line (x107,512 y59,475 / x192,488 y240,525 / black) 
   Line (x107,512 y240,525 / x192,488 y59,475 / black) 
   Line (x108,417 y59,056 / x191,583 y240,944 / black) 
   Line (x108,417 y240,944 / x191,583 y59,056 / black) 
   Line (x110,239 y58,244 / x189,761 y241,756 / black) 
   Line (x110,239 y241,756 / x189,761 y58,244 / black) 
   Line (x111,157 y57,852 / x188,843 y242,148 / black) 
   Line (x111,157 y242,148 / x188,843 y57,852 / black) 
   Line (x112,077 y57,470 / x187,923 y242,530 / black) 
   Line (x112,077 y242,530 / x187,923 y57,470 / black) 
   Line (x113,002 y57,096 / x186,998 y242,904 / black) 
   Line (x113,002 y242,904 / x186,998 y57,096 / black) 
   Line (x113,931 y56,732 / x186,069 y243,268 / black) 
   Line (x113,931 y243,268 / x186,069 y56,732 / black) 
   Line (x114,863 y56,377 / x185,137 y243,623 / black) 
   Line (x114,863 y243,623 / x185,137 y56,377 / black) 
   Line (x116,737 y55,694 / x183,263 y244,306 / red) 
   Line (x116,737 y244,306 / x183,263 y55,694 / red) 
   Line (x117,679 y55,367 / x182,321 y244,633 / red) 
   Line (x117,679 y244,633 / x182,321 y55,367 / red) 
   Line (x118,624 y55,050 / x181,376 y244,950 / red) 
   Line (x118,624 y244,950 / x181,376 y55,050 / red) 
   Line (x119,573 y54,741 / x180,427 y245,259 / red) 
   Line (x119,573 y245,259 / x180,427 y54,741 / red) 
   Line (x120,524 y54,443 / x179,476 y245,557 / red) 
   Line (x120,524 y245,557 / x179,476 y54,443 / red) 
   Line (x121,479 y54,154 / x178,521 y245,846 / red) 
   Line (x121,479 y245,846 / x178,521 y54,154 / red) 
   Line (x123,396 y53,604 / x176,604 y246,396 / red) 
   Line (x123,396 y246,396 / x176,604 y53,604 / red) 
   Line (x124,359 y53,343 / x175,641 y246,657 / red) 
   Line (x124,359 y246,657 / x175,641 y53,343 / red) 
   Line (x125,324 y53,092 / x174,676 y246,908 / red) 
   Line (x125,324 y246,908 / x174,676 y53,092 / red) 
   Line (x126,292 y52,851 / x173,708 y247,149 / red) 
   Line (x126,292 y247,149 / x173,708 y52,851 / red) 
   Line (x127,262 y52,619 / x172,738 y247,381 / red) 
   Line (x127,262 y247,381 / x172,738 y52,619 / red) 
   Line (x128,234 y52,397 / x171,766 y247,603 / red) 
   Line (x128,234 y247,603 / x171,766 y52,397 / red) 
   Line (x130,185 y51,983 / x169,815 y248,017 / red) 
   Line (x130,185 y248,017 / x169,815 y51,983 / red) 
   Line (x131,164 y51,790 / x168,836 y248,210 / red) 
   Line (x131,164 y248,210 / x168,836 y51,790 / red) 
   Line (x132,144 y51,607 / x167,856 y248,393 / red) 
   Line (x132,144 y248,393 / x167,856 y51,607 / red) 
   Line (x133,126 y51,434 / x166,874 y248,566 / red) 
   Line (x133,126 y248,566 / x166,874 y51,434 / red) 
   Line (x134,110 y51,270 / x165,890 y248,730 / red) 
   Line (x134,110 y248,730 / x165,890 y51,270 / red) 
   Line (x135,096 y51,117 / x164,904 y248,883 / red) 
   Line (x135,096 y248,883 / x164,904 y51,117 / red) 
   Line (x137,071 y50,839 / x162,929 y249,161 / red) 
   Line (x137,071 y249,161 / x162,929 y50,839 / red) 
   Line (x138,061 y50,715 / x161,939 y249,285 / red) 
   Line (x138,061 y249,285 / x161,939 y50,715 / red) 
   Line (x139,051 y50,601 / x160,949 y249,399 / red) 
   Line (x139,051 y249,399 / x160,949 y50,601 / red) 
   Line (x140,043 y50,497 / x159,957 y249,503 / red) 
   Line (x140,043 y249,503 / x159,957 y50,497 / red) 
   Line (x141,036 y50,403 / x158,964 y249,597 / red) 
   Line (x141,036 y249,597 / x158,964 y50,403 / red) 
   Line (x142,030 y50,318 / x157,970 y249,682 / red) 
   Line (x142,030 y249,682 / x157,970 y50,318 / red) 
   Line (x144,020 y50,179 / x155,980 y249,821 / red) 
   Line (x144,020 y249,821 / x155,980 y50,179 / red) 
   Line (x145,015 y50,124 / x154,985 y249,876 / red) 
   Line (x145,015 y249,876 / x154,985 y50,124 / red) 
   Line (x146,012 y50,080 / x153,988 y249,920 / red) 
   Line (x146,012 y249,920 / x153,988 y50,080 / red) 
   Line (x147,008 y50,045 / x152,992 y249,955 / red) 
   Line (x147,008 y249,955 / x152,992 y50,045 / red) 
   Line (x148,005 y50,020 / x151,995 y249,980 / red) 
   Line (x148,005 y249,980 / x151,995 y50,020 / red) 
   Line (x150,000 y150,000 / x150,997 y50,005 / black) 
   Line (x150,000 y150,000 / x249,899 y154,486 / black) 
   Line (x150,000 y150,000 / x249,939 y146,510 / black) 
   Line (x150,000 y150,000 / x249,969 y152,493 / black) 
   Line (x150,000 y150,000 / x249,999 y150,499 / black) 
Missing shapes in your solution:
   Line (x50,000 y150,000 / x250,000 y150,000 / red) 
   Line (x50,015 y148,255 / x249,985 y151,745 / red) 
   Line (x50,015 y151,745 / x249,985 y148,255 / red) 
   Line (x50,061 y146,510 / x249,939 y153,490 / red) 
   Line (x50,061 y153,490 / x249,939 y146,510 / red) 
   Line (x50,137 y144,766 / x249,863 y155,234 / red) 
   Line (x50,137 y155,234 / x249,863 y144,766 / red) 
   Line (x50,244 y143,024 / x249,756 y156,976 / red) 
   Line (x50,244 y156,976 / x249,756 y143,024 / red) 
   Line (x50,381 y141,284 / x249,619 y158,716 / red) 
   Line (x50,381 y158,716 / x249,619 y141,284 / red) 
   Line (x50,745 y137,813 / x249,255 y162,187 / red) 
   Line (x50,745 y162,187 / x249,255 y137,813 / red) 
   Line (x50,973 y136,083 / x249,027 y163,917 / red) 
   Line (x50,973 y163,917 / x249,027 y136,083 / red) 
   Line (x51,231 y134,357 / x248,769 y165,643 / red) 
   Line (x51,231 y165,643 / x248,769 y134,357 / red) 
   Line (x51,837 y130,919 / x248,163 y169,081 / black) 
   Line (x51,837 y169,081 / x248,163 y130,919 / black) 
   Line (x52,185 y129,209 / x247,815 y170,791 / black) 
   Line (x52,185 y170,791 / x247,815 y129,209 / black) 
   Line (x52,563 y127,505 / x247,437 y172,495 / black) 
   Line (x52,563 y172,495 / x247,437 y127,505 / black) 
   Line (x53,407 y124,118 / x246,593 y175,882 / black) 
   Line (x53,407 y175,882 / x246,593 y124,118 / black) 
   Line (x53,874 y122,436 / x246,126 y177,564 / black) 
   Line (x53,874 y177,564 / x246,126 y122,436 / black) 
   Line (x54,370 y120,763 / x245,630 y179,237 / black) 
   Line (x54,370 y179,237 / x245,630 y120,763 / black) 
   Line (x55,448 y117,443 / x244,552 y182,557 / black) 
   Line (x55,448 y182,557 / x244,552 y117,443 / black) 
   Line (x56,031 y115,798 / x243,969 y184,202 / black) 
   Line (x56,031 y184,202 / x243,969 y115,798 / black) 
   Line (x56,642 y114,163 / x243,358 y185,837 / black) 
   Line (x56,642 y185,837 / x243,358 y114,163 / black) 
   Line (x57,950 y110,927 / x242,050 y189,073 / black) 
   Line (x57,950 y189,073 / x242,050 y110,927 / black) 
   Line (x58,645 y109,326 / x241,355 y190,674 / black) 
   Line (x58,645 y190,674 / x241,355 y109,326 / black) 
   Line (x59,369 y107,738 / x240,631 y192,262 / black) 
   Line (x59,369 y192,262 / x240,631 y107,738 / black) 
   Line (x60,899 y104,601 / x239,101 y195,399 / black) 
   Line (x60,899 y195,399 / x239,101 y104,601 / black) 
   Line (x61,705 y103,053 / x238,295 y196,947 / black) 
   Line (x61,705 y196,947 / x238,295 y103,053 / black) 
   Line (x62,538 y101,519 / x237,462 y198,481 / black) 
   Line (x62,538 y198,481 / x237,462 y101,519 / black) 
   Line (x64,283 y98,496 / x235,717 y201,504 / red) 
   Line (x64,283 y201,504 / x235,717 y98,496 / red) 
   Line (x65,195 y97,008 / x234,805 y202,992 / red) 
   Line (x65,195 y202,992 / x234,805 y97,008 / red) 
   Line (x66,133 y95,536 / x233,867 y204,464 / red) 
   Line (x66,133 y204,464 / x233,867 y95,536 / red) 
   Line (x68,085 y92,642 / x231,915 y207,358 / red) 
   Line (x68,085 y207,358 / x231,915 y92,642 / red) 
   Line (x69,098 y91,221 / x230,902 y208,779 / red) 
   Line (x69,098 y208,779 / x230,902 y91,221 / red) 
   Line (x70,136 y89,818 / x229,864 y210,182 / red) 
   Line (x70,136 y210,182 / x229,864 y89,818 / red) 
   Line (x72,285 y87,068 / x227,715 y212,932 / red) 
   Line (x72,285 y212,932 / x227,715 y87,068 / red) 
   Line (x73,396 y85,721 / x226,604 y214,279 / red) 
   Line (x73,396 y214,279 / x226,604 y85,721 / red) 
   Line (x74,529 y84,394 / x225,471 y215,606 / red) 
   Line (x74,529 y215,606 / x225,471 y84,394 / red) 
   Line (x76,865 y81,800 / x223,135 y218,200 / red) 
   Line (x76,865 y218,200 / x223,135 y81,800 / red) 
   Line (x78,066 y80,534 / x221,934 y219,466 / red) 
   Line (x78,066 y219,466 / x221,934 y80,534 / red) 
   Line (x79,289 y79,289 / x220,711 y220,711 / red) 
   Line (x79,289 y220,711 / x220,711 y79,289 / red) 
   Line (x81,800 y76,865 / x218,200 y223,135 / red) 
   Line (x81,800 y223,135 / x218,200 y76,865 / red) 
   Line (x83,087 y75,686 / x216,913 y224,314 / red) 
   Line (x83,087 y224,314 / x216,913 y75,686 / red) 
   Line (x84,394 y74,529 / x215,606 y225,471 / red) 
   Line (x84,394 y225,471 / x215,606 y74,529 / red) 
   Line (x87,068 y72,285 / x212,932 y227,715 / black) 
   Line (x87,068 y227,715 / x212,932 y72,285 / black) 
   Line (x88,434 y71,199 / x211,566 y228,801 / black) 
   Line (x88,434 y228,801 / x211,566 y71,199 / black) 
   Line (x89,818 y70,136 / x210,182 y229,864 / black) 
   Line (x89,818 y229,864 / x210,182 y70,136 / black) 
   Line (x92,642 y68,085 / x207,358 y231,915 / black) 
   Line (x92,642 y231,915 / x207,358 y68,085 / black) 
   Line (x94,081 y67,096 / x205,919 y232,904 / black) 
   Line (x94,081 y232,904 / x205,919 y67,096 / black) 
   Line (x95,536 y66,133 / x204,464 y233,867 / black) 
   Line (x95,536 y233,867 / x204,464 y66,133 / black) 
   Line (x98,496 y64,283 / x201,504 y235,717 / black) 
   Line (x98,496 y235,717 / x201,504 y64,283 / black) 
   Line (x100,000 y63,397 / x200,000 y236,603 / black) 
   Line (x100,000 y236,603 / x200,000 y63,397 / black) 
   Line (x101,519 y62,538 / x198,481 y237,462 / black) 
   Line (x101,519 y237,462 / x198,481 y62,538 / black) 
   Line (x104,601 y60,899 / x195,399 y239,101 / black) 
   Line (x104,601 y239,101 / x195,399 y60,899 / black) 
   Line (x106,163 y60,121 / x193,837 y239,879 / black) 
   Line (x106,163 y239,879 / x193,837 y60,121 / black) 
   Line (x107,738 y59,369 / x192,262 y240,631 / black) 
   Line (x107,738 y240,631 / x192,262 y59,369 / black) 
   Line (x110,927 y57,950 / x189,073 y242,050 / black) 
   Line (x110,927 y242,050 / x189,073 y57,950 / black) 
   Line (x112,539 y57,282 / x187,461 y242,718 / black) 
   Line (x112,539 y242,718 / x187,461 y57,282 / black) 
   Line (x114,163 y56,642 / x185,837 y243,358 / black) 
   Line (x114,163 y243,358 / x185,837 y56,642 / black) 
   Line (x117,443 y55,448 / x182,557 y244,552 / red) 
   Line (x117,443 y244,552 / x182,557 y55,448 / red) 
   Line (x119,098 y54,894 / x180,902 y245,106 / red) 
   Line (x119,098 y245,106 / x180,902 y54,894 / red) 
   Line (x120,763 y54,370 / x179,237 y245,630 / red) 
   Line (x120,763 y245,630 / x179,237 y54,370 / red) 
   Line (x124,118 y53,407 / x175,882 y246,593 / red) 
   Line (x124,118 y246,593 / x175,882 y53,407 / red) 
   Line (x125,808 y52,970 / x174,192 y247,030 / red) 
   Line (x125,808 y247,030 / x174,192 y52,970 / red) 
   Line (x127,505 y52,563 / x172,495 y247,437 / red) 
   Line (x127,505 y247,437 / x172,495 y52,563 / red) 
   Line (x130,919 y51,837 / x169,081 y248,163 / red) 
   Line (x130,919 y248,163 / x169,081 y51,837 / red) 
   Line (x132,635 y51,519 / x167,365 y248,481 / red) 
   Line (x132,635 y248,481 / x167,365 y51,519 / red) 
   Line (x134,357 y51,231 / x165,643 y248,769 / red) 
   Line (x134,357 y248,769 / x165,643 y51,231 / red) 
   Line (x137,813 y50,745 / x162,187 y249,255 / red) 
   Line (x137,813 y249,255 / x162,187 y50,745 / red) 
   Line (x139,547 y50,548 / x160,453 y249,452 / red) 
   Line (x139,547 y249,452 / x160,453 y50,548 / red) 
   Line (x141,284 y50,381 / x158,716 y249,619 / red) 
   Line (x141,284 y249,619 / x158,716 y50,381 / red) 
   Line (x144,766 y50,137 / x155,234 y249,863 / red) 
   Line (x144,766 y249,863 / x155,234 y50,137 / red) 
   Line (x146,510 y50,061 / x153,490 y249,939 / red) 
   Line (x146,510 y249,939 / x153,490 y50,061 / red) 
   Line (x148,255 y50,015 / x151,745 y249,985 / red) 
   Line (x148,255 y249,985 / x151,745 y50,015 / red) 

